id;nhogar;miembro;comuna;dominio;edad;sexo;parentes_2;p5_2;p6_a;p6_b;estado;categori;t13;t14;t15;t18;t19;t28;t29;t29a;t30;sem_hs;t33;t34;t35;t37_cod_2;t37_coda_2;t38;t39;t40;t41_cod_2;t47;t48;t49;t50a;t50b;t50c;t50d;t50e;t50f;t51_bis;i1;i4;i6_3;i10;i11;codioph;ioph_2;codioph_neto;ioph_neto_2;codios;ios_2;codioa;ioa_2;codlab;inglab_2;codnolab;ingnolab_2;coding;ingtot_2;codi_tot;itfb_2;ipcfb_2;e2;e4;e6;e12;nivel;aesc;m1;m1_2;m2_anio;m3_anio;tipcob2_2;s2;sn4;sn5;sn16;s28;s29;fexp
5051;1;2;11;4;70;2;2;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;50000;1;50000;1;80000;40000;2;0;0;13;7;17;1;1;0;2010;2;1;3;5;3;1;4;313
5052;1;1;13;4;74;1;1;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;9;57000;9;57000;9;73000;36500;2;0;0;13;7;17;1;1;0;1;5;1;1;6;3;0;0;167
5052;1;2;13;4;75;2;2;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;9;16000;9;16000;9;73000;36500;2;0;0;3;3;7;1;1;0;1;5;1;3;6;3;1;3;167
5053;1;1;3;4;74;1;1;6;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;20000;1;20000;1;20000;20000;2;0;0;13;7;17;3;3;0;1957;2;1;3;2;3;0;0;236
5054;1;1;14;4;74;1;1;5;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;21000;1;21000;1;21000;21000;2;0;0;13;7;17;1;1;0;1990;5;1;1;6;3;0;0;461
5055;1;1;12;4;74;1;1;2;0;0;3;0;1;1;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6000;1;6000;1;25000;1;31000;1;39400;19700;2;0;0;13;6;14;1;1;0;1;2;1;3;7;3;0;0;180
5055;1;2;12;4;71;2;2;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8400;1;8400;1;39400;19700;2;0;0;7;5;12;1;1;0;1;2;1;1;6;4;1;2;180
5056;1;1;13;4;74;1;1;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;57000;1;57000;9;75000;25000;2;0;0;13;7;17;1;1;0;1;5;1;3;7;3;0;0;298
5056;1;2;13;4;72;2;2;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8000;1;8000;9;75000;25000;2;0;0;13;7;17;1;1;0;1;5;1;3;7;3;1;5;298
5056;1;3;13;4;40;1;3;6;0;0;1;3;0;0;0;0;0;0;0;0;1;25.00;1;1;1;4000;2;2;2;5;10333;0;0;2;2;2;2;2;2;2;3;1;0;2;0;0;9;10000;9;10000;0;0;2;0;9;10000;2;0;9;10000;9;75000;25000;2;0;0;7;5;12;1;1;0;1;1;1;3;7;2;0;0;298
5057;1;1;13;4;74;2;1;4;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;9;20000;9;20000;9;20000;20000;2;0;0;13;6;15;3;3;0;1954;5;1;3;7;2;1;5;375
5058;1;1;3;4;74;2;1;5;0;0;1;2;0;0;0;0;0;0;0;0;1;13.00;2;0;2;6900;5;2;1;1;20131;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;38000;1;38000;0;0;2;0;1;38000;1;276000;1;314000;1;344000;172000;2;0;0;13;7;17;1;1;0;1;5;1;3;6;2;1;3;142
5058;1;2;3;4;34;2;3;6;0;0;1;3;0;0;0;0;0;0;0;0;1;40.00;2;0;2;6500;5;3;2;4;10333;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;30000;1;30000;0;0;2;0;1;30000;2;0;1;30000;1;344000;172000;2;0;0;13;7;17;1;1;0;1;2;1;1;5;2;2;0;142
5059;1;1;3;4;74;1;1;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8637;1;8637;1;27274;13637;2;0;0;13;7;17;1;1;0;1;1;1;1;6;5;0;0;168
5059;1;2;3;4;68;2;2;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;18637;1;18637;1;27274;13637;2;0;0;12;7;15;1;1;0;1;2;3;3;5;3;1;3;168
5060;1;1;8;4;74;1;1;1;0;0;1;3;0;0;0;0;0;0;0;0;1;12.00;2;0;2;9000;8;2;3;2;53314;0;0;2;2;2;2;2;2;2;3;1;0;2;0;0;1;7000;1;7000;0;0;2;0;1;7000;1;8700;1;15700;1;30300;10100;2;0;0;13;7;17;5;5;2001;2001;2;4;3;1;1;0;0;162
5060;1;2;8;4;68;2;2;1;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;5600;1;5600;1;30300;10100;2;0;0;7;5;12;5;5;2001;2001;1;1;1;2;5;1;4;162
5060;1;3;8;4;19;1;5;6;95;95;1;3;0;0;0;0;0;0;0;0;1;36.00;2;0;2;5601;3;2;2;3;20313;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;9000;1;9000;0;0;2;0;1;9000;2;0;1;9000;1;30300;10100;1;1;7;0;4;8;1;1;0;1;2;2;3;5;1;0;0;162
5061;1;1;10;4;74;2;1;5;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;9;25000;9;25000;9;25000;25000;2;0;0;13;7;17;1;1;0;2001;2;1;3;5;4;2;0;180
5062;1;1;13;4;74;2;1;4;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;26000;1;26000;1;26000;26000;2;0;0;13;7;17;1;1;0;1;4;1;1;6;4;1;1;449
5063;1;1;10;4;74;1;1;2;0;0;1;2;0;0;0;0;0;0;0;0;1;56.00;2;0;2;4805;3;2;2;1;30133;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;40000;1;40000;0;0;2;0;1;40000;1;35000;1;75000;1;90000;45000;2;0;0;13;6;14;4;4;1958;1958;4;1;3;6;3;0;0;192
5063;1;2;10;4;70;2;2;2;0;0;1;4;0;0;0;0;0;0;0;0;1;10.00;2;0;2;4805;3;2;2;1;20323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;2;0;2;0;1;15000;1;15000;1;90000;45000;2;0;0;12;7;15;1;1;0;1;4;1;3;6;3;1;3;192
5064;1;1;8;4;74;2;1;4;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;9;8000;9;8000;9;8000;8000;2;0;0;13;7;17;3;3;0;1960;2;1;1;5;1;1;1;47
5065;1;1;9;4;74;1;1;6;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;9;13600;9;13600;9;13600;13600;2;0;0;13;6;14;1;1;0;1;2;3;3;2;3;0;0;489
5066;1;1;6;4;74;1;1;2;0;0;1;1;0;0;0;0;0;0;0;0;1;35.00;2;0;2;4803;3;2;2;2;5002;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;9;50000;9;50000;0;0;2;0;9;50000;9;15000;9;65000;9;82000;41000;2;0;0;13;7;17;4;4;1974;1974;4;1;3;6;4;0;0;116
5066;1;2;6;4;65;2;2;2;0;0;2;0;0;0;3;1;2008;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;9;17000;9;17000;9;82000;41000;2;0;0;12;7;15;4;4;1976;1976;4;1;3;6;3;1;2;116
5067;1;1;6;4;74;1;1;6;0;0;1;3;0;0;0;0;0;0;0;0;1;30.00;2;0;2;8401;6;1;2;4;11331;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;9;32000;9;32000;0;0;2;0;9;32000;2;0;9;32000;9;32000;32000;2;0;0;13;7;17;1;1;0;1;2;1;3;6;3;0;0;196
5067;1;2;6;4;20;2;9;1;95;95;1;3;0;0;0;0;0;0;0;0;2;80.00;2;0;2;9700;9;0;0;0;57314;0;0;1;2;1;2;2;2;2;3;1;0;2;0;0;1;6000;1;6000;1;8000;2;0;1;14000;2;0;1;14000;9;32000;32000;2;0;0;12;6;13;3;3;0;2016;1;1;1;6;2;2;0;196
5068;1;1;13;4;74;1;1;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;9;8300;9;8300;9;22300;11150;2;0;0;13;6;14;4;4;1953;1978;4;2;3;7;3;0;0;271
5068;1;2;13;4;61;2;2;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;9;14000;9;14000;9;22300;11150;2;0;0;7;5;12;4;4;1960;1981;4;4;1;6;3;2;0;271
5069;1;1;1;4;74;1;1;2;0;0;1;1;0;0;0;0;0;0;0;0;1;54.00;2;0;2;4000;2;2;2;4;7001;2;0;0;0;0;0;0;0;0;0;0;0;0;1;2;9;41000;9;41000;0;0;2;0;9;41000;2;0;9;41000;9;49500;24750;2;0;0;13;7;17;1;1;0;2008;4;1;3;6;3;0;0;429
5069;1;2;1;4;72;2;2;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8500;1;8500;9;49500;24750;2;0;0;13;7;17;3;3;0;2008;4;1;3;6;3;1;3;429
5070;1;1;5;4;74;2;1;2;0;0;3;0;1;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;22000;1;22000;1;47000;23500;2;0;0;14;7;19;1;1;0;1;2;1;2;2;4;1;1;167
5070;1;2;5;4;73;1;2;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;25000;1;25000;1;47000;23500;2;0;0;14;7;19;6;6;0;1970;2;1;1;5;3;0;0;167
5071;1;1;2;4;74;2;1;6;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8100;1;8100;1;16200;8100;2;0;0;14;7;19;1;1;0;1985;2;1;3;2;3;2;0;83
5071;1;2;2;4;88;2;7;6;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8100;1;8100;1;16200;8100;2;0;0;3;3;7;1;1;0;1;2;1;3;8;4;2;0;83
5072;1;1;1;4;74;2;1;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;140000;1;140000;1;159000;79500;2;0;0;14;7;19;1;1;0;1;4;1;3;7;1;1;3;372
5072;1;2;1;4;77;1;2;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;19000;1;19000;1;159000;79500;2;0;0;13;7;17;3;3;0;1951;4;1;3;8;6;0;0;372
5072;1;3;1;4;59;2;9;6;0;0;1;3;0;0;0;0;0;0;0;0;1;66.00;2;0;2;9700;9;0;0;0;55314;0;0;2;1;1;1;2;1;2;1;1;0;2;0;0;9;14000;9;14000;0;0;2;0;9;14000;2;0;9;14000;1;159000;79500;2;0;0;3;3;7;3;3;0;1993;2;1;3;5;3;2;0;372
5073;1;1;1;4;74;1;1;4;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;9;11000;9;11000;9;11000;11000;2;0;0;14;7;19;1;1;0;2000;4;2;3;6;3;0;0;275
5074;1;1;13;4;74;1;1;2;0;0;1;3;0;0;0;0;0;0;0;0;1;40.00;2;0;2;6900;5;2;3;1;11331;1;1;0;0;0;0;0;0;0;3;0;0;0;2;0;9;40000;9;40000;0;0;2;0;9;40000;9;53300;9;93300;9;153300;76650;2;0;0;14;7;19;2;2;0;1979;2;1;3;5;2;0;0;194
5074;1;2;13;4;64;2;2;2;0;0;1;2;0;0;0;0;0;0;0;0;1;4.00;2;0;2;6900;5;2;1;2;11131;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;0;0;2;0;2;0;1;60000;1;60000;9;153300;76650;2;0;0;13;7;17;1;1;0;1;2;1;1;5;2;1;1;194
5075;1;1;4;4;75;1;1;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;14000;1;14000;1;42000;21000;1;1;13;0;6;14;4;4;1950;1969;2;3;3;6;3;0;0;73
5075;1;2;4;4;73;2;2;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;28000;1;28000;1;42000;21000;2;0;0;12;7;15;1;1;0;1;2;1;3;6;4;1;2;73
5076;1;1;12;4;75;2;1;1;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8300;1;8300;9;40600;13533;2;0;0;3;2;1;3;3;0;1959;2;3;3;2;4;1;2;203
5076;1;2;12;4;76;1;2;1;0;0;1;3;0;0;0;0;0;1;2;2;0;0.00;0;0;2;8600;7;1;3;4;47313;0;0;2;1;1;1;2;2;2;3;1;0;2;0;0;9;8000;9;8000;0;0;2;0;9;8000;1;8300;9;16300;9;40600;13533;2;0;0;3;3;7;3;3;0;1958;2;2;3;2;3;0;0;203
5076;1;3;12;4;35;1;3;3;0;0;1;3;0;0;0;0;0;0;0;0;1;30.00;2;0;2;8501;7;1;2;4;53314;0;0;2;2;1;1;2;1;2;1;1;0;2;0;0;9;16000;9;16000;0;0;2;0;9;16000;2;0;9;16000;9;40600;13533;2;0;0;7;5;12;1;1;0;1;2;3;3;6;2;0;0;203
5077;1;1;7;4;75;1;1;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;18300;1;18300;1;26600;13300;2;0;0;3;3;7;1;1;0;1;5;1;1;7;3;0;0;232
5077;1;2;7;4;67;2;2;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8300;1;8300;1;26600;13300;2;0;0;7;4;9;3;3;0;1960;5;1;1;7;5;1;2;232
5078;1;1;11;4;75;1;1;2;0;0;1;2;0;0;0;0;0;0;0;0;1;54.00;2;0;2;4503;3;2;2;1;30113;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;9;15000;9;15000;0;0;2;0;9;15000;1;7800;9;22800;9;30600;15300;2;0;0;3;3;7;1;1;0;1;2;1;1;2;3;0;0;187
5078;1;2;11;4;70;2;2;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;7800;1;7800;9;30600;15300;2;0;0;3;3;7;5;5;1959;1959;2;1;3;2;3;1;2;187
5079;1;1;8;4;75;2;1;6;0;0;3;0;1;1;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;9;18000;9;18000;9;18000;18000;2;0;0;3;3;7;1;1;0;1;2;2;3;2;1;2;0;50
5080;1;1;4;4;75;1;1;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;12000;1;12000;1;48700;16233;2;0;0;3;3;7;5;5;1960;1960;2;1;3;6;4;0;0;180
5080;1;2;4;4;63;2;2;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8700;1;8700;1;48700;16233;2;0;0;3;3;7;5;5;1965;1965;2;1;3;6;4;1;4;180
5080;1;3;4;4;35;1;3;3;0;0;1;3;0;0;0;0;0;0;0;0;1;60.00;2;0;2;4501;3;2;2;3;82333;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;28000;1;28000;0;0;2;0;1;28000;2;0;1;28000;1;48700;16233;2;0;0;7;5;12;1;1;0;1;2;2;2;6;1;0;0;180
5081;1;1;2;4;75;1;1;1;0;0;2;0;0;0;1;1;2018;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8000;1;8000;9;10000;9;18000;9;26500;8833;2;0;0;3;3;7;3;3;0;1965;2;1;3;1;4;0;0;106
5081;1;2;2;4;72;2;2;1;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8500;1;8500;9;26500;8833;2;0;0;3;3;7;3;3;0;1965;2;1;1;1;4;1;2;106
5081;1;3;2;4;38;1;3;3;0;0;2;0;0;0;2;1;2018;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;9;26500;8833;2;0;0;13;7;17;1;1;0;1;3;1;3;6;2;0;0;106
5082;1;1;8;4;75;2;1;4;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;16000;1;16000;1;16000;16000;2;0;0;3;2;4;4;4;1954;1954;2;1;3;5;3;1;2;43
5083;1;1;4;4;75;2;1;4;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;16000;1;16000;9;76000;38000;2;0;0;3;3;7;2;2;0;1945;3;1;3;8;2;1;2;45
5083;1;2;4;4;42;1;3;3;0;0;1;3;0;0;0;0;0;0;0;0;1;40.00;2;0;2;5202;4;2;2;3;36333;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;9;60000;9;60000;0;0;2;0;9;60000;2;0;9;60000;9;76000;38000;2;0;0;7;5;12;6;6;0;1982;2;1;3;5;2;0;0;45
5084;1;1;8;4;75;2;1;4;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;16000;1;16000;1;16000;16000;2;0;0;3;3;7;1;1;0;1;2;1;1;7;4;1;1;43
5085;1;1;13;4;75;2;1;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8100;1;8100;1;17300;8650;2;0;0;3;3;7;1;1;0;1970;5;1;3;5;3;1;4;310
5085;1;2;13;4;85;1;2;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;9200;1;9200;1;17300;8650;2;0;0;12;7;15;1;1;0;1970;5;2;3;6;3;0;0;310
5086;1;1;5;4;75;1;1;5;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8000;1;8000;1;8000;8000;2;0;0;3;3;7;1;1;0;1;2;1;1;1;6;0;0;200
5087;1;1;12;4;75;1;1;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;14300;1;14300;9;64800;21600;2;0;0;3;3;7;1;1;0;1980;2;1;3;6;3;0;0;194
5087;1;2;12;4;60;2;2;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;10500;1;10500;9;64800;21600;2;0;0;7;5;12;1;1;0;1;2;1;1;6;3;1;2;194
5087;1;3;12;4;29;1;3;6;0;0;1;2;0;0;0;0;0;0;0;0;1;55.00;1;1;2;4502;3;2;2;1;82113;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;9;40000;9;40000;0;0;2;0;9;40000;2;0;9;40000;9;64800;21600;2;0;0;12;6;13;1;1;0;1;3;1;1;6;3;0;0;194
5088;1;1;7;4;75;2;1;4;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8700;1;8700;1;8700;8700;2;0;0;3;3;7;1;1;0;1;2;1;3;5;2;1;1;248
5089;1;1;2;4;75;1;1;6;0;0;1;3;0;0;0;0;0;0;0;0;1;54.00;2;0;2;9409;8;2;2;1;56313;0;0;2;1;1;1;1;1;2;1;1;0;2;0;0;1;23000;1;23000;0;0;2;0;1;23000;1;20000;1;43000;1;43000;43000;2;0;0;3;2;1;3;3;0;1970;3;1;3;6;4;0;0;182
5090;1;1;9;4;75;2;1;4;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8000;1;8000;1;8000;8000;2;0;0;3;2;6;4;4;1953;1953;2;2;1;7;2;1;6;188
5091;1;1;14;4;75;2;1;4;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;9;9300;9;9300;9;9300;9300;2;0;0;3;2;2;1;1;0;1;5;1;1;6;4;1;2;303
5092;1;1;15;4;75;1;1;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8700;1;8700;1;17400;8700;2;0;0;3;3;7;4;4;1956;1956;2;1;3;5;4;0;0;132
5092;1;2;15;4;70;2;2;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8700;1;8700;1;17400;8700;2;0;0;3;3;7;4;4;1966;1966;2;1;3;5;4;1;2;132
5093;1;1;1;4;75;1;1;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8600;1;8600;1;17200;8600;2;0;0;7;4;8;1;1;0;1;2;1;3;6;3;0;0;345
5093;1;2;1;4;70;2;2;2;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8600;1;8600;1;17200;8600;2;0;0;7;5;12;1;1;0;1;2;1;3;6;3;1;3;345
5094;1;1;5;4;75;2;1;4;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;8600;1;8600;1;8600;8600;2;0;0;7;4;9;1;1;0;1;2;1;1;2;5;2;0;202
5095;1;1;6;4;75;2;1;5;0;0;3;0;2;2;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;9;26900;9;26900;9;49900;16633;2;0;0;7;5;12;1;1;0;1;3;1;1;6;3;1;3;282
